source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,parallax,pmra,pmdec,ruwe
3891190724650456960,179.76361217296642,0.5308135641898081,5.8073387,6.4365964,5.043307,1.3932896,4.494955949621315,-66.04635188757622,29.99647824082973,1.1447223
3795348082763752192,178.45930164714704,0.5521289583497363,6.269214,6.3648,6.0644274,0.3003726,8.097285300235177,-41.919788285203936,3.1967434740371163,1.002959
3891468454415685504,178.84931929474095,1.0957635506260253,7.0753055,7.2576375,6.7451797,0.51245785,12.334091392829148,-49.33002126394571,-34.19677970086838,0.9530054
3891402964754446080,179.55382810500728,0.8690027711715632,7.1065946,7.6057363,6.4413347,1.1644015,4.976117234407056,-30.48264112034954,-44.21201917862699,0.9873124
3891488176905501184,178.76596452352044,1.3172504315866003,7.7144094,8.555214,6.8172283,1.7379856,1.3378915007843541,-22.875730924069586,6.435759177529058,0.9968423
3796156533047569408,178.3980154797268,1.0770196242889767,9.221171,9.498288,8.777079,0.7212095,7.123687458246089,-42.5961065081286,33.41270157070726,6.3440957
3795315097415030656,179.26142102691645,0.6244794109835883,9.310477,9.51598,8.968754,0.54722595,3.6853806819492774,-17.366778102189535,-6.491062920786132,2.228749
3891215566741288448,179.6412300404779,0.8721528300534366,9.35559,9.864389,8.6876545,1.1767349,1.7178861443759061,-6.545109392046156,2.26407962428634,1.0796887
3891462716339398912,179.01555785496618,0.9783965213178424,9.452013,9.936235,8.803295,1.1329403,1.532372961428839,2.8977371098255373,6.474602136355707,1.0014249
3795401374717971968,178.53806521962528,0.9802503447522913,9.6206665,10.264168,8.849937,1.4142303,1.2363454054028025,-8.974747409661813,-5.376996058147195,1.0194268
3891236216944102784,179.98612282022646,0.9032322674082705,9.622042,10.114142,8.968798,1.1453447,4.936117798304127,-46.970076390215596,-45.62424161644605,1.0392653
3795094473534689024,179.3501779835356,0.11340122627898319,9.673002,10.167267,9.018147,1.1491194,19.622281054026477,21.12517733733932,-92.35680097338222,23.766228
3892250894377913984,178.67895817589857,1.5086515208592401,9.782893,10.267109,9.135077,1.1320314,4.996224779626302,-18.885911781642598,-24.17927733034316,1.050414
3795289499409862272,178.51994887942377,0.33924163973600896,9.88801,10.35344,9.258553,1.0948877,4.555587043000711,-7.60038504063946,30.34208999017944,2.712554
3796123169741572352,178.07932042842683,0.877430826814524,9.958034,10.447349,9.307628,1.1397209,3.709659129780959,-25.83730978807165,-11.808249092378528,1.0076417
