source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,parallax,pmra,pmdec,ruwe
3602373445511777536,180.25715919942238,-1.768494920934534,5.958396,6.5953264,5.187499,1.4078274,5.937424495860851,-19.140503556080112,-73.95735010429799,0.9349555
3602349466709056128,179.89132595178592,-1.9187100269726372,6.896766,7.3680067,6.2602797,1.107727,3.9451266568445127,-45.04772474981694,-21.81614166953349,0.97632414
3602808031778680320,180.36640013885759,-0.37872027046310813,8.093712,8.566124,7.451214,1.1149101,5.158755891588822,3.7324793470397784,7.328034216538039,1.6449922
3602808066138420352,180.3641973864476,-0.3646733502669409,8.813259,9.044069,8.423235,0.62083435,8.39759199143162,-6.889210871141876,-9.60277665277398,1.0285115
3602384788521495680,180.25996747089317,-1.5928001230482243,9.009318,9.373613,8.470622,0.9029913,19.08312666466758,-164.9008216366543,-83.90135712317228,1.0324497
3602769651950910208,180.10071569490327,-0.6917238697891457,9.070999,9.335464,8.64255,0.69291306,6.898601541217506,-48.71215991002054,8.160398491069452,0.9651755
3602484328683809664,180.711153953057,-1.4343699870899242,9.222478,9.469484,8.813269,0.65621567,7.075024839639532,-63.716196526640914,-6.621851381086341,1.5828449
3602663514718970496,179.6968414183436,-1.0333233549664804,9.459523,9.858213,8.886588,0.9716253,7.372521216139264,-10.929262584177927,-20.431160082487928,1.050761
3602578577444604160,180.90637257079302,-0.8629662465327758,9.479576,9.753514,9.03635,0.71716404,3.852710246770219,-18.066909166966827,1.1597821378074982,1.3111709
3602465465187439744,180.63520028703778,-1.5747032103533742,9.723856,10.045121,9.233196,0.81192493,10.206644311726865,38.12498614344359,-21.287479782289832,1.0346931
3602771301218306944,179.873607643736,-0.7293863438394096,9.729639,10.646545,8.789527,1.8570185,0.4475634079604753,-4.703708043692346,1.1123326128517803,0.9729749
3794883092424502528,179.0248627004294,-0.7983876650064118,9.766675,9.957476,9.431063,0.52641296,4.004668648299178,-49.230785734686904,10.631527246498942,1.1721779
3602562462728812672,180.31630277300766,-0.9438886659194436,9.816417,10.313348,9.1598625,1.1534853,1.2323657025129655,-1.5640006939128024,-1.4388137831236407,1.0195844
3602440107700196736,179.83498592614987,-1.6015670766316987,9.823519,10.287851,9.192455,1.095396,2.6569947935641642,12.733861633316932,-16.27964146773996,1.0619789
3698870404191053440,180.6663046621223,-0.3894512966355429,9.823565,10.268424,9.098396,1.1700277,1.5683109808038642,-0.6078308830069513,-3.4100998052220257,1.2538851
3602870807020601728,179.8398135392609,-0.16423089681727046,9.864098,10.115125,9.4483795,0.6667452,5.508254507787802,-80.36512518468211,-23.217650838574087,0.9448858
3602547997279354496,180.23426601117106,-1.2338872959991742,9.97528,10.519719,9.281089,1.2386303,2.3297167545628406,-5.820288961424171,-26.329771554088154,0.9698679
3795023142717892224,179.59559923083486,-0.2037868496431955,10.059537,10.664866,9.319408,1.345458,1.8737056294401315,-31.094101790369923,-5.408011421282024,0.95253533
3602832805150311168,179.31631422976642,-0.5902717953708965,10.276065,10.820757,9.583014,1.2377434,1.390000268681271,-30.045192811919954,-1.570291648793739,1.5592775
3602704780764980352,179.35208029026256,-1.0943576531104897,10.375662,10.978592,9.63776,1.3408318,1.3160527935782176,-24.61311572965892,-6.009031704774172,1.0048304
3602350875459680640,179.95905854532955,-1.8815598364780939,10.468115,10.887049,9.881001,1.0060472,8.17912582279034,-66.04500965406912,11.46184899791045,4.6521482
3602636954641202048,179.70849358736464,-1.3302758596451094,10.51279,10.74787,10.120889,0.62698174,3.986130417890974,29.436119492681158,-4.174466076854919,1.0273285
3602373827764953344,180.27730810792738,-1.730672299020342,10.534989,11.158451,9.777772,1.3806791,19.859070122451612,-459.05755624049567,197.9957714549561,1.0831718
3794990810204048384,179.2256865463298,-0.5037022685213799,10.608171,11.15243,9.915119,1.2373104,0.9417355669685433,-16.971934055650102,9.622745064905073,1.0163654
3602780097311696000,180.23077486256847,-0.7316497484551223,10.609828,10.888297,10.168194,0.72010326,4.0346369196061005,-52.27895721242084,4.512377681531116,1.8611479
3602404614090460288,179.8358912625819,-1.6535985669230586,10.688944,10.715,9.98359,0.73141,,,,
3602460998421486720,180.7654605977851,-1.6388012561947758,10.744347,10.981527,10.349139,0.6323881,3.122591796553819,19.16436181172835,-15.182342942091847,1.5296457
3602781402981459072,180.3857441430405,-0.679851648565409,10.845276,11.356841,10.17544,1.1814013,0.9243500708588681,-1.336054154802614,-5.311325725126574,1.1317126
3602814766287672960,179.59461427358602,-0.7271743756257456,10.866163,10.6607065,9.71712,0.94358635,,,,
3698886553269673472,180.4660212751711,-0.25102291065326354,10.895647,11.341362,10.280076,1.061286,2.3903893004363344,15.336862931057835,-5.072485534858054,5.5990405
3602552017368738944,180.08390842534706,-1.132990921863089,10.944372,11.276456,10.446321,0.83013535,5.4816017339919,40.143078052754504,-2.5208288438969864,1.1792003
3602717253349714688,179.3625046133335,-0.9485383481471722,11.019553,11.33556,10.536666,0.7988939,5.475426444102301,-43.92953585021283,-24.414199490683668,1.1484311
3794896664519975552,179.12843631249592,-0.5439514887069086,11.037852,11.376838,10.528472,0.8483658,6.45450482374571,-39.978668801050596,-41.368495255239914,1.2197293
3602715535362840192,179.61457397759503,-0.8939179061823502,11.057006,11.625823,10.340999,1.2848244,0.7006784521819531,-6.3603262339735505,-2.0770807560242104,1.1670015
